dataset,method,o,alpha,nominal_coverage,width_mean,width_se,width_std,width_median,width_q25,width_q75,width_min,width_max,width_n_total,width_n_finite,width_n_infinite,width_finite_rate,width_infinite_rate
poissonNmean21,D-HCP,0,0.25,0.75,22.48210035580043,0.2627646469583222,8.309347729583333,20.68022123981352,16.81421499759842,26.25611344396168,6.70371080546483,99.91098583553506,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,0,0.225,0.775,23.661779091411354,0.26908984260933483,8.509367978617249,21.87290908621361,17.848513115484252,27.77540042310416,7.0041172529704525,100.96110330781394,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,0,0.2,0.8,25.562243870511914,0.28971558063713193,9.16161108451513,23.763710716051996,19.53954462039822,29.70541940448445,7.654255430889094,103.4022675295843,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,0,0.175,0.825,28.197853718877326,0.3376398147223136,10.67710843279763,25.77957527307914,21.276110615501068,32.65358827272597,8.275260741776506,110.03667027844637,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,0,0.15,0.85,29.936986214465687,0.34737664887604447,10.985014164048705,27.95569184156932,22.678213605663217,34.52702085640073,8.773424366506632,114.24646092493776,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,0,0.125,0.875,31.830162791441314,0.35363809202558133,11.183018381970653,29.822545823133783,24.312245343788817,36.39773195478994,9.91642384309806,116.27357850208026,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,0,0.1,0.9,35.48826549786149,0.4984578865800408,12.371399397457264,32.80819209584116,27.438895697831725,41.10624787987362,11.828455685679872,119.6032047292205,1000.0,616.0,384.0,0.616,0.384
poissonNmean21,D-HCP,0,0.075,0.925,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
poissonNmean21,D-HCP,0,0.05,0.95,,,,,,,,,1000.0,0.0,1000.0,0.0,1.0
poissonNmean21,D-HCP,5,0.25,0.75,13.775114281284507,0.15025269960008766,4.751407553253476,12.740631903145939,10.536148781280216,15.9902128243511,5.071396940401655,47.50207010023754,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,5,0.225,0.775,14.550648795267097,0.15898625785799636,5.027586914981113,13.477810359979522,11.183721854828,16.74976193992514,5.313125759557302,60.59670911185573,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,5,0.2,0.8,15.427167498419578,0.16421595199087421,5.192964364240246,14.304513272023481,11.96599207370306,17.757469218164314,5.531759917639604,62.0693608133182,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,5,0.175,0.825,16.65592293165391,0.1778784560163518,5.62501067685753,15.472571575654033,12.903167618844066,19.149888268534166,6.399388163842929,64.37283475915966,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,5,0.15,0.85,18.11654184992947,0.2031873924195444,6.425349518761911,16.75823402330122,13.85575469271317,20.622162292754517,6.801634863385999,65.70115612777165,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,5,0.125,0.875,19.390749351358522,0.20907843801266957,6.611640737503643,18.016306299262048,14.930497319015494,21.936174222454525,7.084056856839666,68.91476114564398,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,5,0.1,0.9,21.108082286103016,0.21559658584658944,6.817762670312439,19.68496667264943,16.589459415409788,24.131740266860966,8.352576816389139,71.75788338342895,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,5,0.075,0.925,24.59966585871715,0.4171932589581534,8.132593794211502,22.705398391912393,19.08403878132185,28.519611118084995,12.16241740252726,75.81837041413331,1000.0,380.0,620.0,0.38,0.62
poissonNmean21,D-HCP,5,0.05,0.95,15.734070231936537,,,15.734070231936537,15.734070231936537,15.734070231936537,15.734070231936537,15.734070231936537,1000.0,1.0,999.0,0.001,0.999
poissonNmean21,D-HCP,10,0.25,0.75,8.903916604068934,0.08721192126242529,2.7578831030853115,8.312623250197616,7.048040140958078,10.148267723411452,3.961404675847533,26.267829873624255,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,10,0.225,0.775,9.42270830595369,0.09220330889942559,2.9157246392625784,8.760701239513416,7.4728925587653805,10.813264381432104,4.434729868551383,32.751060686014476,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,10,0.2,0.8,9.98718392947553,0.09763443291907767,3.0874718608320753,9.278009851592351,7.98912802436813,11.347934983902544,4.919280371357068,39.22219052468905,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,10,0.175,0.825,10.638129779035832,0.10210706898909312,3.2289090320948066,9.976796155343644,8.482907642940209,12.045037742161568,5.3609288418323615,40.754612058548574,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,10,0.15,0.85,11.461051271344601,0.11247267761703793,3.5566983580767912,10.707318643290119,9.138068472706912,12.898018461251864,5.846135737883927,41.39961514343733,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,10,0.125,0.875,12.39270436580035,0.12152244502614439,3.8428771311521635,11.611916548182212,9.838290535406404,13.93831980901085,6.0799276062975025,42.47099959211644,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,10,0.1,0.9,13.515601872361197,0.1286321059969904,4.067704351746937,12.678464844034178,10.835343553263986,15.124743626918583,6.35113200524507,44.25681001429773,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,10,0.075,0.925,15.296033778129862,0.13850022804696843,4.379761770811543,14.533170577398487,12.34984057038313,17.26561842776953,7.064716539653883,46.61753314836964,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,10,0.05,0.95,16.74119058981148,0.4016767343699999,5.418915408641737,15.711744580964382,13.330047445220655,18.439974102830934,8.435182737084041,50.71442639344879,1000.0,182.0,818.0,0.182,0.818
poissonNmean21,D-HCP,15,0.25,0.75,7.180001848034906,0.08297480095545781,2.6238935941836212,6.711970325785235,5.7470164682825775,8.090474153948014,3.3552526676617163,60.24084240573077,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,15,0.225,0.775,7.575758638956676,0.08595977514649382,2.7182867661885446,7.13864460085761,6.11837309058728,8.455767333216478,3.596867261249926,61.873650378549186,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,15,0.2,0.8,8.019306497985012,0.0929035341626795,2.9378677063333125,7.529060170236551,6.472135441801338,8.932743287179424,3.713943539415389,69.27538637315185,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,15,0.175,0.825,8.50432998462993,0.09602498025661935,3.0365764988361703,8.060990730072334,6.885910560900786,9.45857198154305,4.423628311125981,70.30958575156151,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,15,0.15,0.85,9.060540283872824,0.1013367872365624,3.2045505843141746,8.582148222945733,7.346450063540354,10.099351310337742,4.603471904623072,73.7559550493448,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,15,0.125,0.875,9.71865579198337,0.10766110740966392,3.404543148305686,9.17654041109791,7.889500965937211,10.716945540544543,5.218393831634799,76.66007166467706,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,15,0.1,0.9,10.580071907478883,0.1478044625911526,4.673987501251948,9.941771902518445,8.542858300906445,11.608635075141613,5.448560048661911,124.9902571785183,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,15,0.075,0.925,11.612592558328371,0.1523268834603652,4.81699900609785,11.00991475144242,9.402610804583764,12.825748003737203,5.849049920640599,126.63123277740056,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,15,0.05,0.95,13.32625604099459,0.16405137502602588,5.1067166736410945,12.692232189466608,10.842949728832664,14.838305816736234,6.1666209093471185,129.12319918572712,1000.0,969.0,31.0,0.969,0.031
poissonNmean21,D-HCP,20,0.25,0.75,5.8623589634589175,0.04517536033749206,1.428570327853078,5.613339854058264,4.88837802323947,6.509806326438345,3.3250570519708234,14.58532495386804,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,20,0.225,0.775,6.195238111280436,0.046715595911516215,1.47727685332441,5.942795943202498,5.163645210413867,6.897929689210232,3.442652187762345,15.45930690138174,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,20,0.2,0.8,6.55792320316436,0.04951745769023408,1.5658795024216015,6.255987221519104,5.476994572037183,7.287058447491015,3.776790154962015,15.937069317706836,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,20,0.175,0.825,6.9517315940906865,0.051776201126870876,1.6373072415188863,6.663160508269645,5.819826849844439,7.705231081311161,3.906780687168819,16.40983402558211,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,20,0.15,0.85,7.406607204584998,0.05503224853334968,1.7402725012584574,7.09434316253216,6.170757260677074,8.235894839156524,4.147243517085066,17.505937138531138,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,20,0.125,0.875,7.944728101791079,0.0589591392732728,1.864451689866267,7.569857127297233,6.6462898050763535,8.882902987909633,4.247139406602315,18.231442919696015,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,20,0.1,0.9,8.595854408221758,0.0638483852235141,2.019063222301435,8.199305279288478,7.1900644585165505,9.648810316118794,4.9653024042812675,20.95855641570029,1000.0,1000.0,0.0,1.0,0.0
poissonNmean21,D-HCP,20,0.075,0.925,9.450894156868296,0.0705315413293473,2.2203436755134973,9.001481696516812,7.905006064893955,10.511213485060324,5.200096815941073,22.311186946655816,1000.0,991.0,9.0,0.991,0.009
poissonNmean21,D-HCP,20,0.05,0.95,10.622842950174656,0.08000948711959534,2.438649267334625,10.186078742498568,8.880521328005976,11.992477077262889,5.569591863823838,23.401269214214626,1000.0,929.0,71.0,0.929,0.071
poissonNmean21,D-HCP,25,0.25,0.75,5.6310012737743715,0.05775213286750971,1.7949675066198592,5.332702711733717,4.432939557139711,6.535401015010274,1.7506246668337049,17.381099923467673,1000.0,966.0,34.0,0.966,0.034
poissonNmean21,D-HCP,25,0.225,0.775,5.915847118156462,0.059985367348070515,1.8498460274803141,5.592543592183475,4.679059920060663,6.9055957121360905,1.818735831664681,17.675442191083036,1000.0,951.0,49.0,0.951,0.049
poissonNmean21,D-HCP,25,0.2,0.8,6.3104375945845685,0.06315452172428133,1.9403963440045566,5.951763489927031,4.995107302755327,7.305355391429828,2.1576504711846294,18.70193567146518,1000.0,944.0,56.0,0.944,0.056
poissonNmean21,D-HCP,25,0.175,0.825,6.595827532184798,0.06423453600595795,1.9493885303460037,6.278199307321152,5.195296770978793,7.66321931179688,2.1576504711846294,18.70193567146518,1000.0,921.0,79.0,0.921,0.079
poissonNmean21,D-HCP,25,0.15,0.85,6.953845297738976,0.06580510890966844,1.9850904881989955,6.660217011896286,5.554227592924795,8.089683427317725,2.2455619041650063,19.016534258386336,1000.0,910.0,90.0,0.91,0.09
poissonNmean21,D-HCP,25,0.125,0.875,7.464411934304882,0.07065064020467314,2.0610137141930864,7.166190910187037,5.949520771221099,8.578141789609624,2.5438954703955163,20.751675769690564,1000.0,851.0,149.0,0.851,0.149
poissonNmean21,D-HCP,25,0.1,0.9,7.981089319152228,0.07492240148110195,2.13495980989823,7.773651720934128,6.489920361158255,9.106229248255111,2.5438954703955163,17.786048417449862,1000.0,812.0,188.0,0.812,0.188
poissonNmean21,D-HCP,25,0.075,0.925,8.450759789080198,0.08457833301558428,2.2647418166434266,8.222751585012048,6.904593499205679,9.676543041443855,2.5438954703955163,18.902570948554175,1000.0,717.0,283.0,0.717,0.283
poissonNmean21,D-HCP,25,0.05,0.95,9.258226913410986,0.09623844831641033,2.110673950998243,9.040452424293065,7.729539631320728,10.596218260595208,4.708528467198536,16.47258051928789,1000.0,481.0,519.0,0.481,0.519
